actors;;;date;movie;press_rating;producer;spectators_rating
867,Ross O'Hennessy ; Ben Loyd-Holmes ; Silvio Simac ;2 février 2018;Knights of the Damned;;Simon Wells;2,6
868,Ahmed Sylla ; Alice Belaïdi ; Kevin Razy ;25-janv-17;L'Ascension;3,6;Ludovic Bernard;4,1
869,Taraji P. Henson ; Octavia Spencer ; Janelle Monáe ;08-mars-17;Les Figures de l'ombre;3,3;Theodore Melfi;4,4
870,Alice Pol ; Dany Boon ; Michel Blanc ;1 février 2017;RAID Dingue;2,8;Dany Boon;2,9
871,Louise Bourgoin ; Stéphane De Groodt ; Pierre-François Martin-Laval ;20-sept-17;L'un dans l'autre;1,9;Bruno Chiche;2,6
872,Patrick Bruel ; Jenifer Bartoli ; Elodie Martelet ;25-janv-17;Tous en scène;3,6;Garth Jennings;4,2
873,Guillaume Canet ; Marion Cotillard ; Gilles Lellouche ;15 février 2017;Rock'n Roll;3,3;Guillaume Canet;2,7
874,Jessica Chastain ; Mark Strong ; Sam Waterston ;08-mars-17;Miss Sloane;3,2;John Madden;4,1
875,Gaspard Ulliel ; Nathalie Baye ; Léa Seydoux ;21-sept-16;Juste La Fin Du Monde;3,2;Xavier Dolan;3,7
876,Viggo Mortensen ; Frank Langella ; George MacKay ;12-oct-16;Captain Fantastic;3,6;Matt Ross;4,3
877,Doria Tillier ; Nicolas Bedos ; Denis Podalydès ;08-mars-17;Monsieur & Madame Adelman;3,4;Nicolas Bedos;4
878,Joel Edgerton ; Ruth Negga ; Marton Csokas ;15 février 2017;Loving;3,8;Jeff Nichols;3,8
879,Charlie Hunnam ; Sienna Miller ; Tom Holland ;15-mars-17;The Lost City of Z;4,5;James Gray;3,8
880,Danila Kozlovsky ; Svetlana Khodchenkova ; Maksim Sukhanov ;18-mars-17;Viking, la naissance d’une nation;;Andrey Kravchuk;2,5
881,Kate Upton ; Alexandra Daddario ; John Cassini ;19 février 2018;The Layover;;William H. Macy;2,2
882,Agnès Jaoui ; Thibault de Montalembert ; Pascale Arbillot ;26-avr-17;Aurore;3,4;Blandine Lenoir;3,4
883,Denzel Washington ; Viola Davis ; Stephen Henderson ;22 février 2017;Fences;2,8;Denzel Washington;3,5
884,Cerise Calixte ; Anthony Kavanagh ; Mareva Galanter ;30-nov-16;Vaiana, la légende du bout du monde;3,6;John Musker;4,2
885,Mario Casas ; Bárbara Lennie ; Ana Wagener ;10 août 2017;L'Accusé;;Oriol Paulo;4,3
886,Alexandra Lamy ; Arnaud Ducret ; Jamie Bamber ;15-mars-17;L'Embarras Du Choix;2,8;Eric Lavaine;3
887,Emilia Clarke ; Sam Claflin ; Janet McTeer ;22-juin-16;Avant toi;2,9;Thea Sharrock;4,3
888,Chris Pine ; Ben Foster ; Jeff Bridges ;07-sept-16;Comancheria;4;David Mackenzie;4
889,Eva Green ; Asa Butterfield ; Samuel L. Jackson ;05-oct-16;Miss Peregrine et les enfants particuliers;3,7;Tim Burton;4
890,Natalie Portman ; Peter Sarsgaard ; Greta Gerwig ;1 février 2017;Jackie;4;Pablo Larraín;3
891,Finnegan Oldfield ; Grégory Gadebois ; Vincent Macaigne ;22-nov-17;Marvin ou la belle éducation;3,2;Anne Fontaine;3,9
892,Alex R. Hibbert ; Ashton Sanders ; Trevante Rhodes ;1 février 2017;Moonlight;4,2;Barry Jenkins;4
893,Ryan Gosling ; Russell Crowe ; Margaret Qualley ;15-mai-16;The Nice Guys;3,7;Shane Black;3,8
894,Ben Affleck ; Henry Cavill ; Jesse Eisenberg ;23-mars-16;Batman v Superman : L’Aube de la Justice;2,6;Zack Snyder;3,5
895,Felicity Jones ; Diego Luna ; Ben Mendelsohn ;14 décembre 2016;Rogue One: A Star Wars Story;3,7;Gareth Edwards (II);4,2
"896,,12 avril 2017,A voix haute - La force de la parole,""4,0"",Stéphane De Freitas,""4,5""";;;;;;;
897,David Marsais ; Grégoire Ludig ; Alice Vial ;02-nov-16;La Folle Histoire de Max et Léon;3,2;Jonathan Barré;3,8
898,Andrew Garfield ; Adam Driver ; Liam Neeson ;8 février 2017;Silence;3,8;Martin Scorsese;3,5
899,Sofia Lesaffre ; Stéphane Bak ; Jean-Stan du Pac ;8 février 2017;Seuls;3;David Moreau;2,5
900,Dany Boon ; Laurence Arné ; Noémie Schmidt ;28-sept-16;Radin!;2,8;Fred Cavayé;2,4
901,Will Smith ; Kate Winslet ; Keira Knightley ;21 décembre 2016;Beauté cachée;1,9;David Frankel;3,9
902,Zoey Deutch ; Halston Sage ; Elena Kampouris ;07-juil-17;Le Dernier jour de ma vie;;Ry Russo-Young;3,8
903,Michael Fassbender ; Marion Cotillard ; Jeremy Irons ;21 décembre 2016;Assassin's Creed;2,7;Justin Kurzel;3
904,Thomas Solivérès ; Tanya Lopert ; Albert Delpy ;19-juil-17;Sales Gosses;2,6;Frédéric Quiring;2,5
905,Marie-Eugénie Maréchal ; Alexis Victor ; Pascal Elbé ;17 février 2016;Zootopie;4;Byron Howard;4,4
906,Gong Yoo ; Soo-an Kim ; Yumi Jung ;17 août 2016;Dernier train pour Busan;4;Sang-Ho Yeon;4,1
907,Adam Driver ; Golshifteh Farahani ; Rizwan Manji ;21 décembre 2016;Paterson;4,1;Jim Jarmusch;3,5
908,Pierre Niney ; François Civil ; Igor Gotesman ;30-mars-16;Five;3;Igor Gotesman;3,9
909,Joseph Gordon-Levitt ; Shailene Woodley ; Melissa Leo ;02-nov-16;Snowden;3,3;Oliver Stone;4
910,Reda Kateb ; Cécile de France ; Bea Palya ;26-avr-17;Django;3;Etienne Comar;3,5
911,Clémence Poésy ; David Morrissey ; Stephen Campbell Moore ;22-mars-17;London House;3;David Farr;2,7
912,Gerard Butler ; Aaron Eckhart ; Morgan Freeman ;02-mars-16;La Chute de Londres;3,2;Babak Najafi;2,9
913,Franck Gastambide ; Malik Bentalha ; Anouar Toubali ;24 février 2016;Pattaya;3;Franck Gastambide;2,2
914,Sally Hawkins ; Michael Shannon ; Richard Jenkins ;21 février 2018;La Forme de l'eau - The Shape of Water;4;Guillermo del Toro;3,8
915,Christian Bale ; Rosamund Pike ; Wes Studi ;14-mars-18;Hostiles;4;Scott Cooper;4,2
916,Ok-Bin Kim ; Shin Ha-Kyun ; Bang Sung-Jun ;22-mars-18;The Villainess;;Byeong-gil Jeong;3,1
917,Armie Hammer ; Timothée Chalamet ; Michael Stuhlbarg ;28 février 2018;Call Me By Your Name;4,2;Luca Guadagnino;4,4
918,Saoirse Ronan ; Laurie Metcalf ; Tracy Letts ;28 février 2018;Lady Bird;3,8;Greta Gerwig;3,7
919,Maryam Touzani ; Arieh Worthalter ; Abdelilah Rachid ;14-mars-18;Razzia;3,3;Nabil Ayouch;3,8
920,Isabél Zuaa ; Marjorie Estiano ; Miguel Lobo ;21-mars-18;Les Bonnes Manières;4;Juliana Rojas;3,5
921,Hugh Jackman ; Zac Efron ; Michelle Williams ;24-janv-18;The Greatest Showman;2,7;Michael Gracey;4,5
922,Daniel Auteuil ; Camélia Jordana ; Yasin Houicha ;22-nov-17;Le Brio;3,5;Yvan Attal;4
923,Sandrine Kiberlain ; Agathe Bonitzer ; Melvil Poupaud ;14-mars-18;La Belle et la Belle;3,5;Sophie Fillières;3
924,Frances McDormand ; Woody Harrelson ; Sam Rockwell ;17-janv-18;3 Billboards, Les Panneaux de la vengeance;3,9;Martin McDonagh;4,3
925,James Franco ; Dave Franco ; Seth Rogen ;07-mars-18;The Disaster Artist;3,7;James Franco;3,8
926,Ruby Barnhill ; Kate Winslet ; Jim Broadbent ;21 février 2018;Mary et la fleur de la sorcière;3,4;Hiromasa Yonebayashi;3,8
927,Daniel Day-Lewis ; Vicky Krieps ; Lesley Manville ;14 février 2018;Phantom Thread;4,3;Paul Thomas Anderson;3,9
928,Jean-Paul Rouve ; Isabelle Nanty ; Claire Nadeau ;31-janv-18;Les Tuche 3;2,5;Olivier Baroux;2,2
929,Vincent Lindon ; Galatea Bellugi ; Patrick d'Assumçao ;14 février 2018;L'Apparition;3,5;Xavier Giannoli;3,6
930,Isabelle Huppert ; Gaspard Ulliel ; Julia Roy ;07-mars-18;Eva;2,6;Benoît Jacquot;1,9
931,Andrea Santamaria ; Ary Abittan ; François-Xavier Demaison ;29-nov-17;Coco;4,1;Lee Unkrich;4,6
932,Matt Damon ; Kristen Wiig ; Christoph Waltz ;10-janv-18;Downsizing;3,2;Alexander Payne;2
933,Max Hubacher ; Milan Peschel ; Frederick Lau ;21-mars-18;The Captain - L'usurpateur;2,9;Robert Schwentke;3,5
934,Ben Affleck ; Henry Cavill ; Gal Gadot ;15-nov-17;Justice League;2,1;Zack Snyder;3,5
935,Nahuel Perez Biscayart ; Albert Dupontel ; Laurent Lafitte ;25-oct-17;Au Revoir Là-haut;3,9;Albert Dupontel;4,5
936,Kristofer Gummerus ; Rami Rusinen ; Matti Onnismaa ;11-avr-18;Rendel;;;2,6
937,Dwayne Johnson ; Jack Black ; Kevin Hart ;20 décembre 2017;Jumanji : Bienvenue dans la jungle;2,6;Jake Kasdan;3,8
938,Denzel Washington ; Colin Farrell ; Carmen Ejogo ;14-mars-18;L'Affaire Roman J.;2,5;Dan Gilroy;3,3
939,Giuseppe Battiston ; Charlotte Cétaire ; Barbora Bobulova ;21-mars-18;Après La Guerre;3;Annarita Zambrano;3,5
940,Margot Robbie ; Allison Janney ; Sebastian Stan ;21 février 2018;Moi, Tonya;3,5;Craig Gillespie;4,1
941,Tilman Döbler ; Christian Gaul ; Nicolette Krebitz ;7 février 2018;Le Voyage de Ricky;2,9;Toby Genkel;3,1
"942,,7 février 2018,""Ni juge, ni soumise"",""3,3"",Jean Libon,""4,2""";;;;;;;
943,Tarek Boudali ; Philippe Lacheau ; Charlotte Gabris ;25-oct-17;Epouse-moi mon pote;2,2;Tarek Boudali;3,3
944,Denis Ménochet ; Léa Drucker ; Mathilde Auneveux ;7 février 2018;Jusqu’à la Garde;4,2;Xavier Legrand;4,1
945,Meryl Streep ; Tom Hanks ; Sarah Paulson ;24-janv-18;Pentagon Papers;4,2;Steven Spielberg;3,9
946,Jean-Pierre Bacri ; Gilles Lellouche ; Eye Haïdara ;04-oct-17;Le Sens de la fête;3,7;Eric Toledano;4
947,Félix Bossuet ; Tchéky Karyo ; Clovis Cornillac ;14 février 2018;Belle et Sébastien 3 : le dernier chapitre;2,5;Clovis Cornillac;4
948,Anya Taylor-Joy ; George MacKay ; Mia Goth ;07-mars-18;Le Secret des Marrowbone;2,7;Sergio G. Sánchez;3,8
949,Mike Vogel ; Erika Christensen ; Robert Forster ;28 février 2018;Jésus, l'enquête;;Jon Gunn;4
"950,,14 mars 2018,America,""3,5"",Claus Drexel,""3,7""";;;;;;;
951,Masami Nagasawa ; Ryuhei Matsuda ; Hiroki Hasegawa ;14-mars-18;Avant que nous disparaissions;3,7;Kiyoshi Kurosawa;3,1
952,Annah Schaeffer ; Adeline D'Hermy ; Vanessa Paradis ;15-nov-17;Maryline;3;Guillaume Gallienne;2,4
953,Darya Zhovner ; Veniamin Kats ; Olga Dragunova ;07-mars-18;Tesnota – Une vie à l’étroit;4,1;Kantemir Balagov;3,4
954,Nahuel Perez Biscayart ; Arnaud Valois ; Adèle Haenel ;23 août 2017;120 battements Par Minute;4,5;Robin Campillo;4,3
955,Karin Viard ; Dara Tombroff ; Anne Dorval ;08-nov-17;Jalouse;3,3;David Foenkinos;3,6
956,Benoît Magimel ; Gringe ; Idir Chender ;01-nov-17;Carbone;3,1;Olivier Marchal;4
957,Teresa Palmer ; Michiel Huisman ; Sam Reid ;06-mars-18;02:22;;Paul Currie;2,7
958,Daisy Ridley ; John Boyega ; Oscar Isaac ;13 décembre 2017;Star Wars - Les Derniers Jedi;3,5;Rian Johnson;2,9
959,Kristin Scott Thomas ; Timothy Spall ; Patricia Clarkson ;13-sept-17;The Party;3;Sally Potter;3,4
960,Benoît Chauvin ; Camille Claris ; Jean Fornerod ;07-mars-18;Les Étoiles Restantes;3,1;Loïc Paillard;4,3
961,Liam Neeson ; Diane Lane ; Marton Csokas ;01-nov-17;The Secret Man - Mark Felt;3,1;Peter Landesman;2,9
962,Vincent Macaigne ; Bouli Lanners ; Vanessa Paradis ;14-mars-18;Chien;2,5;Samuel Benchetrit;2,4
963,Mahershala Ali ; Nia Long ; Mitchell Edwards ;23-mars-18;Roxanne Roxanne;;Michael Larnell;2,8
964,Adel Karam ; Kamel El Basha ; Camille Salamé ;31-janv-18;L'Insulte;3,8;Ziad Doueiri;4,4
965,Chris Hemsworth ; Tom Hiddleston ; Cate Blanchett ;25-oct-17;Thor : Ragnarok;3,3;Taika Waititi;3,9
966,Vincent Elbaz ; Laurence Arné ; Grégory Fitoussi ;01-nov-17;Daddy Cool;2,4;Maxime Govare;3,1
967,Paul Hamy ; Damien Bonnard ; Pascal Greggory ;21-mars-18;9 Doigts;3,2;Francois-Jacques Ossang;3
968,Pauline Lorillard ; Vimala Pons ; Diane Rouxel ;28 février 2018;Les Garçons sauvages;3,6;Bertrand Mandico;3,5
969,Oakes Fegley ; Millicent Simmonds ; Julianne Moore ;15-nov-17;Le Musée des merveilles;3,7;Todd Haynes;3,3
970,Julia Roberts ; Jacob Tremblay ; Owen Wilson ;20 décembre 2017;Wonder;3;Stephen Chbosky;4,4
971,Kenneth Branagh ; Johnny Depp ; Michelle Pfeiffer ;13 décembre 2017;Le Crime de l'Orient-Express;2,8;Kenneth Branagh;3,3
972,Kostja Ullmann ; Jacob Matschenz ; Anna Maria Mühe ;12-janv-18;My blind date with life;;Marc Rothemund;3,1
973,John Cena ; Kate McKinnon ; David Tennant ;20 décembre 2017;Ferdinand;3,3;Carlos Saldanha;4
974,Gary Oldman ; Kristin Scott Thomas ; Ben Mendelsohn ;03-janv-18;Les heures sombres;3,7;Joe Wright;4,2
975,Zita Hanrot ; Clémence Boisnard ; Michel Muller ;28 février 2018;La Fête est finie;3,3;Marie Garel-Weiss;4,1
976,Noomi Rapace ; Glenn Close ; Willem Dafoe ;30 août 2017;Seven Sisters;3;Tommy Wirkola;4
977,Bella Thorne ; Chandler Riggs ; Ioan Gruffudd ;14-mars-18;Keep Watching;;Sean Carter;
978,Gerard Butler ; Jim Sturgess ; Abbie Cornish ;01-nov-17;Geostorm;2;Dean Devlin;2,5
979,Daniel Kaluuya ; Allison Williams ; Catherine Keener ;03-mai-17;Get Out;4;Jordan Peele;4
980,Ryan Gosling ; Harrison Ford ; Jared Leto ;04-oct-17;Blade Runner 2049;3,6;Denis Villeneuve;3,7
981,Bill Skarsgård ; Jaeden Lieberher ; Finn Wolfhard ;20-sept-17;Ça;3,3;Andy Muschietti;3,8
982,Alexandra Lamy ; Brontis Jodorowsky ; Sonja Wanda ;15-nov-17;Par instinct;2,5;Nathalie Marchak;3,5
983,Fionn Whitehead ; Mark Rylance ; Tom Hardy ;19-juil-17;Dunkerque;4,1;Christopher Nolan;4
984,Franck Dubosc ; Alexandra Lamy ; Elsa Zylberstein ;14-mars-18;Tout le monde debout;3,6;Franck Dubosc;4,3
985,John Boyega ; Scott Eastwood ; Cailee Spaeny ;21-mars-18;Pacific Rim Uprising;2,5;Steven S. DeKnight;3,1
986,Thierry Lhermitte ; Rayane Bensetti ; Émilie Caen ;21-mars-18;La Finale;3,4;Robin Sykes;3,9
987,Alicia Vikander ; Dominic West ; Walton Goggins ;14-mars-18;Tomb Raider;2,6;Roar Uthaug;3,7
988,Dany Boon ; Laurence Arné ; François Berléand ;28 février 2018;La Ch’tite famille;2,9;Dany Boon;3,4
989,Anthony Bajon ; Damien Chapelle ; Alex Brendemühl ;21-mars-18;La Prière;3,7;Cédric Kahn;3,9
990,Chadwick Boseman ; Michael B. Jordan ; Lupita Nyong'o ;14 février 2018;Black Panther;3,1;Ryan Coogler;4,1
991,Storm Reid ; Oprah Winfrey ; Reese Witherspoon ;14-mars-18;Un raccourci dans le temps;1,6;Ava DuVernay;1,7
992,Crystal Reed ; Anastasia Phillips ; Emilia Jones ;14-mars-18;Ghostland;3,3;Pascal Laugier;4
993,Natalie Portman ; Jennifer Jason Leigh ; Gina Rodriguez ;12-mars-18;Annihilation;3,3;Alex Garland;
994,Dylan O'Brien ; Kaya Scodelario ; Thomas Brodie-Sangster ;7 février 2018;Le Labyrinthe : le remède mortel;2,8;Wes Ball;4
995,Sophie Marceau ; Pierre Richard ; Nicolas Vaude ;07-mars-18;Mme Mills, une voisine si parfaite;1,9;Sophie Marceau;1,6
996,Adam Devine ; Anders Holm ; Blake Anderson ;23-mars-18;Game Over, Man!;;Kyle Newacheck;2,6
997,Stéphane Freiss ; Arnaud Binard ; Virginie Lemoine ;/;Les Disparus de Valenciennes;;Elsa Bennett;3
998,Dakota Johnson ; Jamie Dornan ; Eric Johnson ;7 février 2018;Cinquante Nuances plus claires;2,1;James Foley;3,1
999,Gerard Butler ; Pablo Schreiber ; Curtis '50 Cent' Jackson ;21 février 2018;Criminal Squad;2,9;Christian Gudegast;3,6
1000,Pierre Niney ; Kaycie Chase ; Eddie Redmayne ;7 février 2018;Cro Man;3,3;Nick Park;3,2
1001,Jean Dujardin ; Mélanie Laurent ; Noémie Merlant ;14 février 2018;Le Retour du Héros;3,4;Laurent Tirard;3,7
1002,Toby Kebbell ; Maggie Grace ; Ryan Kwanten ;28 février 2018;Hurricane;2,4;Rob Cohen;2,5
1003,Thomas Solivérès ; Alex Lutz ; Ramzy Bedia ;21 février 2018;Les Aventures de Spirou et Fantasio;2,3;Alexandre Coffre;1,7
1004,Jared Leto ; Tadanobu Asano ; Kippei Shiina ;09-mars-18;The Outsider;;Martin Zandvliet;3,7
1005,Spencer Stone ; Anthony Sadler ; Alek Skarlatos ;7 février 2018;Le 15h17 pour Paris;2,6;Clint Eastwood;2,6
1006,Bella Thorne ; Patrick Schwarzenegger ; Rob Riggle ;13-juin-18;Midnight Sun;;Scott Speer;
1007,Gugu Mbatha-Raw ; David Oyelowo ; Daniel Brühl ;4 février 2018;The Cloverfield Paradox;;Julius Onah;2,4
1008,Liam Neeson ; Vera Farmiga ; Patrick Wilson ;24-janv-18;The Passenger;2,4;Jaume Collet-Serra;3,5
1009,Colin Firth ; Rachel Weisz ; David Thewlis ;07-mars-18;Le Jour de mon retour;2,7;James Marsh;3,1
1010,Alexander Skarsgård ; Paul Rudd ; Justin Theroux ;23 février 2018;Mute;;Duncan Jones;2,6
1011,Gabriel Bateman ; Darby Camp ; Kiele Sanchez ;16-mars-18;Benji;;Brandon Camp;3,6
1012,Andrea Lattanzi ; Francesca Antonelli ; Giulia Gorietti ;07-mars-18;Il Figlio, Manuel;3,5;Dario Albertini;3,8
1013,Matilda Lutz ; Kevin Janssens ; Vincent Colombe ;7 février 2018;Revenge;3;Coralie Fargeat;3,1
